acidosGraxosMonoInsaturados,acidosGraxosPoliInsaturados,acidosGraxosSaturados,acidosGraxosTrans,calcio,carboidratoDisponível,carboidratoTotal,cobre,colesterol,energia,equivalenteFolato,ferro,fibraAlimentar,fosforo,lipidios,magnesio,niacina,nome,potassio,proteina,riboflavina,selenio,sodio,tiamina,umidade,vitaminaARAE,vitaminaARE,vitaminaB12,vitaminaB6,vitaminaC,vitaminaD,vitaminaE,zinco
"11,9","0,74","1,23","0,78","0,51","3,67","5,20",177,"0,00",70,"0,29","0,04","1,53",213,"2,24","1,37","0,03","Sopa de entulho, c/ carne e vegetais, c/ feijao vermelho, c/ sal","16,7","7,94","0,53","1,88","16,1","0,06","83,4","0,13","0,14","0,68","0,01","0,04","99,6","50,3","61,9"
"45,2","2,35","1,18","2,29","4,27","52,1","53,7",114,"0,00",332,"0,09","0,10","1,61",273,"9,76","3,80","0,16","Sonho, frito, s/ recheio, s/ acucar polvilhado","20,7","8,12","1,40","0,71","15,7","0,24","27,3","5,66","0,11","0,61","0,06",tr,"34,6","34,5","92,8"
"45,2","2,40","1,19","2,33","4,34","54,0","55,6",114,"0,00",341,"0,09","0,10","1,61",273,"9,92","3,81","0,16","Sonho, frito, s/ recheio, polvilhado com acucar","20,7","8,13","1,43","0,71","15,8","0,24","25,2","5,68","0,11","0,61","0,06",tr,"35,2","35,2","92,8"
"41,0","2,01","1,24","1,89","3,39","60,8","62,1","90,5","0,00",344,"0,07","0,08","1,27",294,"8,03","3,02","0,12","Sonho, frito, c/ recheio de creme de confeiteiro, polvilhado c/ acucar e canela","16,3","6,42","1,16","0,57","13,7","0,21","22,2","4,69","0,09","0,47","0,04",tr,"35,8","35,7","74,4"
"41,0","1,62","1,24","1,29","1,84","60,8","62,1","90,5","0,00",320,"0,07","0,07","1,27",295,"5,45","3,02","0,12","Sonho, assado, c/ recheio de creme, polvilhado c/ acucar e canela","16,3","6,42","0,85","0,57","13,7","0,21","24,8","4,69","0,08","0,47","0,04",tr,"35,8","35,7","74,4"
"32,9","3,44","1,02","2,62","3,08","41,8","43,0",110,"0,00",256,"0,15","0,10","1,22",195,"6,84","2,82","0,15","Sonho, assado, c/ recheio de brigadeiro, c/ cobertura de chocolate","21,0","6,18","1,04","0,49","30,6","0,16","7,80","4,36","0,08","0,51","0,07","0,06",125,125,"64,0"
NA,"0,40","0,72","0,50","1,70","1,37","2,13",181,NA,69,"0,00",NA,"0,75","1,21","3,95","1,43","0,04","Soja, tofu","38,2","6,55",NA,"0,89","80,8","0,00","86,6",NA,"0,18",tr,tr,tr,NA,NA,129
"0,00","0,15","3,79","0,23","0,59","18,3","23,1","38,1","0,00",188,"0,00","0,00","4,80",269,"0,36","4,44","0,00","Soja, proteina, texturizada, hidratada (c/ caldo de legumes), s/ sal","12,7","25,4","0,04","1,31","56,9","0,00","47,3","0,04","0,01","0,38","0,03","0,03","24,4","12,2",251
"0,00","0,32","3,94","0,49","1,26","17,3","21,8","51,2","0,00",185,"0,00","0,01","4,51",424,"1,53","4,06","0,00","Soja, proteina, texturizada, hidratada (c/ caldo de legumes), refogada, c/ oleo, cebola e alho, c/ sal","12,4","23,2","0,20","1,21","52,9","0,00","49,5","0,07","0,02","0,35","0,02","0,04","24,2","12,1",232
"0,00","0,27","6,78","0,42","1,07","32,5","41,0","80,4",NA,336,"0,00","0,00","8,46",997,"0,62","14,4","0,00","Soja, proteina, texturizada","38,7","45,9","0,00","4,00",176,"0,00","5,67",NA,NA,"1,43","0,10","0,00","0,00","0,00",770
"0,00","5,43","2,62","8,30","21,2","14,0","23,5",1919,NA,549,"0,00","0,00","9,51","2,14","37,6","16,8","0,93","Soja, grao, tostada, s/ casca, moida",299,"34,0","1,60","5,22",295,"0,00","2,28",NA,NA,"1,73","0,93","0,00",NA,"1,88",752
"0,00","3,41","4,50","5,21","13,3","10,8","31,5",1830,-,431,"0,00","0,00","20,7","2,04","23,6","6,33","0,89","Soja, grao, torrado (media de varias amostras)",285,"33,5","1,01","4,98",282,"0,00","6,84","18,1","1,69","1,65","0,89","0,38",NA,"1,18",717
"0,00","3,49","4,81","5,32","13,6","18,6","36,4",1926,-,458,"0,00","0,00","17,8","2,14","24,1","5,88","0,94","Soja, grao, seco em estufa",300,"32,7","1,03","5,24",296,"0,00","1,97","19,1","1,78","1,74","0,93","0,40",NA,"1,21",754
"0,00","0,61","0,82","0,93","2,37","4,53","7,72",405,NA,94,"0,00","0,00","3,19","0,45","4,19","3,54","0,20","Soja, grao, organica, cozida, s/ sal","63,1","7,89","0,18","1,10","62,5","0,00","79,4",NA,NA,"0,37","0,20","0,00",NA,"0,21",158
"0,00","0,77","1,36","1,17","3,00","7,33","8,44",466,-,125,"0,00","0,00","1,11","3,15","5,31","3,94","0,25","Soja, grao, descascada, cozida, s/ sal","61,7","11,3","0,23","1,04","59,5","0,00","73,5","23,4","0,34","0,47","0,25","0,00",NA,"0,27",132
"0,00","3,23","5,44","4,93","12,6","10,7","22,6",1590,NA,427,"0,00","0,00","11,9","10,8","22,3","13,5","0,86","Soja, grao, cru (media de diferentes variedades)",210,"39,9","0,95","3,54",203,"0,00","9,70","80,0","1,17","1,60","0,86","0,38","2,44","1,22",453
"0,00","1,34","2,24","2,04","5,22","0,57","9,48",490,"0,00",168,"0,00","0,00","8,92","3,32","9,26","4,70","0,23","Soja, grao, cozido, drenado, s/ oleo, s/ sal","73,7","16,2","0,36","1,31","71,0","0,00","62,8","32,9","0,34","0,43","0,27","0,11","1,01","0,50",167
"0,00","1,33","2,67","2,04","5,20","0,56","9,44",488,"0,00",167,"0,00","0,00","8,88",183,"9,22","4,69","0,23","Soja, grao, cozido, drenado, s/ oleo, c/ sal","73,4","16,1","0,35","1,31","70,8","0,00","62,6","32,8","0,34","0,43","0,26","0,11","1,00","0,50",167
"0,00","1,75","2,17","4,25","5,35","0,55","9,20",476,"0,00",190,"0,00","0,00","8,65","3,28","12,0","4,58","0,22","Soja, grao, cozido, drenado, c/ azeite de oliva, s/ sal","71,5","15,7","0,90","1,27","68,9","0,00","61,0","31,9","0,33","0,42","0,26","0,10","0,00","0,00",162
"0,00","1,74","2,61","4,24","5,33","0,55","9,16",474,"0,00",189,"0,00","0,00","8,61",183,"11,9","4,56","0,22","Soja, grao, cozido, drenado, c/ azeite de oliva, c/ sal","71,2","15,6","0,89","1,27","68,7","0,00","60,7","31,8","0,33","0,41","0,26","0,10","0,00","0,00",162
"0,00","3,14","5,47","4,79","12,2","25,9","28,0",1849,NA,458,"0,00","0,00","2,11","18,6","21,7","7,32","0,20","Soja, farinha, s/ casca (media de diferentes variedades)",273,"38,6","2,05","4,35",194,"0,00","6,20",NA,"1,28",tr,"0,04","0,03",NA,"6,31",536
"0,00","0,11","5,25","0,17","0,44","18,6","39,3",1863,NA,308,"0,00",NA,"20,6","5,58","1,01","12,7","0,19","Soja, farinha, c/ casca, desengordurada",234,"45,8","0,10","4,40",199,"0,00","8,66",NA,"1,25",tr,"0,04","0,03",NA,"1,66",522
"0,00","2,12","5,15","3,23","8,26","18,3","38,4",1922,NA,389,"0,00","0,00","20,2","5,75","14,6","13,1","0,20","Soja, farinha, c/ casca",241,"36,0","1,38","4,54",206,"0,00","5,75",NA,"1,29",tr,"0,04","0,03",NA,"4,25",539
"0,00","3,30","5,18","6,40","12,9","21,2","28,5",1606,NA,478,"0,00",NA,"7,31","83,5","26,2","7,01",tr,"Soja, extrato, soluvel, em po",215,"35,7","0,00","5,84",359,"0,00","4,47","1,30","1,19",tr,"0,11",tr,"0,00","0,00",646
"0,00","0,12","0,24","0,18","0,35","11,3","11,7",200,NA,61,"0,00","0,01","0,34","93,7","0,94","0,72",tr,"Soja, extrato, c/ suco de morango","25,6","1,58","0,00","0,46","27,4","0,00","85,6",NA,"0,14",tr,tr,tr,"0,00","0,00","87,6"
"0,00","0,15","0,26","0,22","0,45","11,8","12,1",209,NA,65,"0,00","0,01","0,34","97,8","1,20","0,75",tr,"Soja, extrato, c/ suco de maracuja","26,7","1,50","0,00","0,48","28,6","0,00","84,9",NA,"0,14",tr,tr,tr,"0,00","0,00","91,5"
"0,00","0,16","0,26","0,24","0,48","11,5","11,9",203,NA,63,"0,00","0,01","0,34","95,2","1,28","0,73",tr,"Soja, extrato, c/ suco de maca","26,0","1,27","0,00","0,47","27,8","0,00","85,3",NA,"0,14",tr,tr,tr,"0,00","0,00","89,1"
"0,00","0,10","0,21","0,14","0,29","13,8","14,1",227,NA,68,"0,00","0,00","0,34",106,"0,77","0,82",tr,"Soja, extrato, c/ suco de abacaxi","29,0","1,30","0,00","0,52","31,0","0,00","83,6",NA,"0,16",tr,tr,tr,"0,00","0,00","99,4"
NA,"0,20","0,48","0,30","0,60","4,06","4,25",121,NA,42,"0,00","0,01","0,18","56,5","1,61","0,43",tr,"Soja, extrato, bebida, natural (media de diferentes amostras)","15,5","2,73","0,00","0,28","16,5","0,00","90,9",NA,"0,08",tr,tr,tr,"0,00","0,00","52,9"
"0,00","0,07","0,36","0,13","0,32","8,23","8,23",241,"0,00",49,"0,00",NA,"0,00",204,"0,58","4,61","0,09","Soja, extrato, bebida (tipo iogurte) (media de diferentes amostras)","25,7","2,82",NA,"0,56",706,NA,"88,0",NA,"0,69","0,55","0,11","0,03","0,00","0,00",499
"0,00","0,20","0,29","0,30","0,60","9,54","9,67",121,NA,56,"0,00","0,01","0,12","56,5","1,16","0,43",tr,"Soja, extrato, bebida (media de diferentes sabores)","15,5","1,76","0,00","0,28","16,5","0,00","87,1","0,45","0,08",tr,tr,tr,NA,"0,00","52,9"
,,,,,,,,,,,,,,,,,"Snacks, banana chips, com gordura",,,,,,,,,,,,,,,
"0,00","0,30","1,68","0,28","1,08","2,30","6,58",328,"0,00",50,"0,00","0,01","4,29","22,9","2,08","1,52",tr,"Serralha, folha, refogada (c/ oleo, cebola e alho), s/ sal","35,7","3,31","2,54","1,59",149,"0,00","86,3","0,75","0,25",tr,"0,13","0,10",1285,642,"60,6"
"0,00","0,30","1,68","0,28","1,07","2,61","6,88",439,"0,00",89,"0,00","0,01","4,27",142,"2,08","1,14",tr,"Serralha, folha, refogada (c/ oleo, cebola e alho), c/ sal","14,6","3,30","2,53","0,24",102,"0,00","86,1","0,87","0,50",tr,"0,13","0,10",1280,640,"14,6"
"0,00","0,10","1,39","0,10","0,30","1,43","4,95",265,"0,00",30,"0,00","0,00","3,52","19,3","0,74","1,27",tr,"Serralha, folha, crua","29,6","2,67","2,02","1,33",126,"0,00","90,2","0,61","0,20",tr,"0,11","0,08",1210,605,"48,3"
"0,00","0,10","1,46","0,10","0,31","1,50","5,19",139,"0,00",32,"0,00","0,00","3,69","15,2","0,78","1,00",tr,"Serralha, folha, cozida, drenada, s/ oleo, s/ sal","18,6","2,81","2,12","1,05",125,"0,00","89,8","0,58","0,20",tr,"0,08","0,05",1143,571,"45,6"
"0,00","0,10","1,77","0,10","0,31","1,49","5,18",138,"0,00",32,"0,00","0,00","3,68",143,"0,78","1,00",tr,"Serralha, folha, cozida, drenada, s/ oleo, c/ sal","18,6","2,80","2,11","1,05",125,"0,00","89,5","0,58","0,20",tr,"0,08","0,05",1139,569,"45,5"
117,"13,4","0,23","6,45","0,95","62,5","62,9","43,8","0,00",465,"0,14","0,71","0,37","7,71","23,2","0,63","0,01",Sequilho,"7,54","1,29","0,83","0,22","16,3","0,31","12,4","3,30","0,03","0,00","0,02","0,00",283,279,"29,6"
"0,00","5,95","4,40","10,8","37,5","9,09","20,6",491,"0,00",639,"0,00",NA,"11,5","3,00","56,8","6,81","0,33","Semente de girassol, torrada, s/ oleo, s/ sal",129,"17,2",NA,"5,30","57,0","0,00","1,00",NA,"1,83","4,20","0,29","0,81","0,00","0,00",1158
"0,00","3,67","3,80","6,03","8,84","35,4","53,8",919,"0,00",427,"0,00",NA,"18,4","18,0","19,4","3,31","0,03","Semente de abobora, inteira, torrada, s/ oleo, s/ sal",262,"18,6",NA,"10,3","55,0","0,00","4,50",NA,"0,69","0,29","0,05","0,04","3,00","3,00","92,0"
315,"1,39","1,06","1,11","0,72","1,09","1,09",198,"0,00",118,NA,tr,NA,215,"4,42","7,18",tr,"Sarapatel, s/ sal","12,8","18,5",NA,"1,77","12,2",NA,"75,0",NA,"1,48","3,84","0,11",tr,NA,NA,163
313,"1,39","1,51","1,10","0,71","1,09","1,09",197,"0,00",118,NA,tr,NA,394,"4,40","7,15",tr,"Sarapatel, c/ sal","12,7","18,4",NA,"1,76","12,3",NA,"74,6",NA,"1,48","3,82","0,11",tr,NA,NA,162
"40,0","0,02","2,20","0,01","0,04","0,01","0,01",174,"0,00",75,"0,60",NA,"0,00",207,"0,10","42,0","0,09","Sangue, porco, cru","9,00","18,5",NA,"0,30","6,00","0,10","79,2","14,0","0,14",NA,"0,03","0,01","30,0",NA,"74,0"
"36,0","5,78","1,86","5,06","3,78","15,7","16,7",169,"0,00",248,NA,NA,"1,00",453,"15,3","2,00","0,21","Sanduiche, Whopper, c/ queijo, Burguer King","18,0","11,2","0,08","1,60","82,0",NA,"54,9","18,4","0,05","2,56","0,20","0,07",NA,NA,113
"8,73","1,94","1,19","0,98","0,39","16,8","19,8",180,"0,00",128,"0,04","0,07","2,93",215,"3,73","1,28","0,06","Sanduiche, vegetariano, pao forma integral, c/ alface, tomate, pimentao vermelho, cebola, berinjela grelhada e cream cheese, c/ sal","27,7","5,20","0,95","0,68","58,9","0,05","70,1","2,25","0,08","0,17","0,06","0,07","78,8","55,5","87,4"
"34,5","8,33","2,36","5,08","3,03","29,4","30,7",106,"0,00",349,"1,05","1,67","1,30",568,"20,3","2,27","0,20","Sanduiche, queijo quente, pao frances, c/ queijo prato, c/ margarina","23,6","14,6","0,84","1,76",349,"0,20","31,3","11,5","0,10","1,23","0,44","0,32",105,103,237
"56,4","11,8","2,48","5,06","0,57","29,6","30,9",108,"0,00",363,"1,03","0,80","1,30",618,"20,3","2,29","0,20","Sanduiche, queijo quente, pao frances, c/ queijo prato, c/ manteiga","23,7","14,6","0,42","1,76",328,"0,02","31,6","3,65","0,10","0,00","0,44","0,32","1,02","1,02",239
"51,9","11,0","2,49","4,73","0,56","30,2","31,5",103,"0,00",353,"1,00","0,80","1,30",601,"19,1","2,29","0,20","Sanduiche, queijo quente, pao frances, c/ queijo mucarela, c/ manteiga","21,7","14,5","0,41","1,86",317,"0,02","32,4","11,1","0,09","0,00","0,43","0,32",150,146,237
"36,7","6,23","2,61","3,61","3,20","28,9","30,1","95,9","0,00",309,"0,90","0,46","1,19",637,"15,4","2,08","0,18","Sanduiche, queijo quente, pao frances, c/ queijo mucarela, c/ maionese","19,8","13,2","0,40","1,70",288,"0,03","38,7","3,32","0,08","0,00","0,40","0,29","0,93","2,11",216
"31,8","7,53","2,55","4,51","2,58","30,0","31,4",104,"0,00",339,"0,98","1,47","1,30",633,"17,6","2,28","0,20","Sanduiche, queijo quente, pao frances, c/ queijo mucarela e margarina","21,7","14,5","0,71","1,86",317,"0,02","34,1","3,65","0,09","0,00","0,43","0,32","1,02","1,02",235
"56,4","11,7","2,72","5,03","0,72","21,8","24,4",113,"0,00",337,"1,03","0,78","2,64",525,"20,5","1,58","0,04","Sanduiche, queijo quente, pao forma integral, c/ queijo prato, c/ manteiga","40,9","15,0","1,30","2,12",386,"0,02","37,3","2,75","0,10","0,00","0,11","0,07","0,12","0,06",284
"51,9","10,9","2,73","4,70","0,70","22,4","25,0",108,"0,00",328,"1,00","0,77","2,64",508,"19,3","1,59","0,04","Sanduiche, queijo quente, pao forma integral, c/ queijo mucarela, c/ manteiga","38,9","14,9","1,29","2,22",375,"0,02","38,2","2,75","0,10","0,00","0,10","0,07","0,12","0,06",282
"31,8","7,43","2,78","4,48","2,72","22,2","24,8",109,"0,00",314,"0,98","1,44","2,64",539,"17,8","1,58","0,04","Sanduiche, queijo quente, pao forma integral, c/ queijo mucarela e margarina","38,8","14,8","1,59","2,22",374,"0,02","39,8","2,75","0,10","0,00","0,10","0,07","0,12","0,06",280
"36,7","6,14","2,83","3,58","3,33","21,7","24,1",100,"0,00",286,"0,90","0,43","2,40",552,"15,6","1,44","0,03","Sanduiche, queijo quente, pao forma integral, c/ queijo mucarela e maionese","35,3","13,6","1,20","2,03",340,"0,03","43,9","2,50","0,09","0,00","0,10","0,07","0,11","1,24",257
"35,4","6,60","2,88","2,95","0,65","24,8","27,8",118,"0,00",281,"1,09","0,49","2,94",500,"12,3","1,74","0,04","Sanduiche, queijo quente, pao forma integral, c/ queijo mucarela","43,0","16,5","1,17","2,47",415,"0,02","40,7","3,06","0,11","0,00","0,11","0,08","0,13","0,07",311
"36,4","8,24","2,66","4,79","2,71","24,3","25,7",158,"0,00",329,"1,01","1,44","1,34",739,"19,0","1,82","0,04","Sanduiche, queijo quente, pao branco tradicional, c/ queijo prato, c/ margarina","37,7","14,4","0,71","2,04",371,"0,02","38,3","2,75","0,09","0,00","0,11","0,07","0,00","0,00",259
"56,4","11,7","2,60","5,01","0,69","24,5","25,8",157,"0,00",343,"1,03","0,77","1,34",707,"20,5","1,83","0,04","Sanduiche, queijo quente, pao branco tradicional, c/ queijo prato e manteiga","37,8","14,5","0,41","2,04",371,"0,02","36,6","2,75","0,09","0,00","0,11","0,07","0,00","0,00",261
"31,8","7,41","2,66","4,46","2,70","24,9","26,3",153,"0,00",319,"0,98","1,43","1,34",722,"17,7","1,83","0,04","Sanduiche, queijo quente, pao branco tradicional, c/ queijo mucarela, c/ margarina","35,7","14,3","0,70","2,14",360,"0,02","39,1","2,75","0,09","0,00","0,10","0,07","0,00","0,00",257
"51,9","10,8","2,61","4,68","0,68","25,1","26,5",152,"0,00",333,"1,00","0,77","1,34",690,"19,2","1,83","0,04","Sanduiche, queijo quente, pao branco tradicional, c/ queijo mucarela e manteiga","35,7","14,3","0,40","2,14",360,"0,02","37,4","2,75","0,09","0,00","0,10","0,07","0,00","0,00",260
"53,2","1,00","1,64","0,93","0,65","28,8","30,3",225,"0,00",226,"0,22","0,06","1,53",245,"3,22","2,10","0,09","Sanduiche, peito de frango grelhado, s/ oleo, c/ sal (c/ pao de hamburguer)","19,9","19,8","0,34","1,46","29,1","0,00","45,0","2,95","0,01","11,4","0,02","0,08",tr,tr,187
"50,8","3,27","1,79","1,71","0,54","20,0","21,3",201,"0,00",212,"0,55","0,18","1,31",255,"6,59","1,53","0,08","Sanduiche, peito de frango grelhado (c/ pao de hamburguer), c/ queijo prato, alface e tomate","19,7","17,6","0,33","1,56",149,"0,01","52,7","2,06","0,03","7,90","0,06","0,06","28,0","14,0",206
"46,2","0,87","1,77","0,81","0,57","26,1","27,4",195,"0,00",237,"0,19","0,05","1,33",213,"6,87","1,82","0,08","Sanduiche, peito de frango grelhado (c/ pao de hamburguer), c/ maionese","17,3","17,3","0,29","1,27","25,3","0,00","46,7","2,57","0,01","9,93","0,02","0,07","0,00","0,00",163
"43,2","1,19","1,56","1,38","2,19","22,0","23,3",201,"0,00",200,"0,16","0,06","1,38",265,"5,75","1,59","0,08","Sanduiche, peito de frango grelhado (c/ pao de hamburguer), c/ alface, tomate, c/ maionese","16,2","14,6","0,46","1,09","6,10","0,01","54,8","2,17","0,02","8,34","0,03","0,06","29,5","15,5",141
"31,8","2,41","2,34","2,22","0,88","27,9","29,4",280,"0,00",209,"1,06","0,17","1,56",590,"6,39","2,64","0,12","Sanduiche, peito de frango grelhado (c/ pao de hamburguer), c/ alface e tomate","29,1","9,26","0,23","2,06","46,0","0,00","52,6","2,44","0,08","2,23","0,05","0,07","33,2","16,6",145
"50,0","3,35","1,87","2,16","1,96","18,9","20,0",183,"0,00",221,"0,50","0,18","1,19",306,"8,87","1,40","0,07","Sanduiche, peito de frango grelhado (c/ pao de hamburguer),  c/ queijo prato, alface, tomate, c/ maionese","17,9","16,0","0,43","1,42",135,"0,01","53,3","5,01","0,02","7,15","0,06","0,05","81,0","49,4",188
"53,6","3,46","2,17","2,04","0,65","21,1","22,6",193,"0,00",228,"0,58","0,19","1,55",392,"7,35","1,74","0,09","Sanduiche, peito de frango grelhado (c/ pao de hamburguer) , c/ queijo prato, cebola e pepino","24,4","18,7","0,32","1,69",161,"0,12","49,1","5,86","0,03","6,00","0,06","0,06","0,00","0,00",225
"58,4","3,89","2,09","2,51","2,27","21,7","22,9",178,"0,00",256,"0,59","0,21","1,10",356,"10,3","1,57","0,07","Sanduiche, peito de frango grelhado (c/ pao de hamburguer) , c/ queijo prato, c/ maionese","19,1","18,4","0,43","1,62",155,"0,02","46,3","2,14","0,02","8,28","0,06","0,05","0,00","0,72",215
"60,3","3,87","2,03","2,03","0,63","23,5","24,7",198,"0,00",249,"0,65","0,21","1,24",303,"7,80","1,76","0,07","Sanduiche, peito de frango grelhado (c/ pao de hamburguer) , c/ queijo prato","21,4","20,7","0,32","1,82",174,"0,01","44,8","2,41","0,02","4,00","0,06","0,06","0,00","0,00",240
"40,9","1,14","1,98","1,54","2,16","23,9","25,4",212,"0,00",207,"0,16","0,06","1,50",484,"6,00","1,67","0,09","Sanduiche, peito de frango grelhado (c/ pao de hamburguer) , c/ catchup, mostarda, c/ maionese","20,8","14,0","0,56","1,10","28,8","0,11","52,6","5,58","0,03","8,05","0,04","0,08","0,00","0,69",145
"31,0","7,23","2,37","4,67","2,18","26,1","27,2",116,"0,00",297,"0,70","1,27","1,09",374,"15,8","2,28","0,17","Sanduiche, pao frances, c/ queijo minas, c/ margarina","17,9","12,0","0,67","1,10",312,"1,05","42,7","7,99","0,06","3,00","0,42","0,26","0,85",315,103
"47,7","10,1","2,32","4,86","0,50","26,1","27,2",116,"0,00",308,"0,71","0,38","1,09",347,"17,0","2,28","0,17","Sanduiche, pao frances, c/ queijo minas, c/ manteiga","17,9","12,1","0,42","1,10",312,"1,05","41,4","3,04","0,06","1,02","0,42","0,26","0,85","0,85",105
"15,5","3,21","1,73","1,76","0,36","30,7","32,4",152,"0,00",215,"0,35","0,29","1,72",349,"5,75","2,48","0,23","Sanduiche, pao frances, c/ queijo minas, alface e tomate","18,7","9,15","0,27","0,83",163,"0,00","50,9","6,18","0,08","1,28","0,43","0,32","37,7",176,"86,3"
"33,8","6,53","2,41","3,44","0,44","28,5","29,7",125,"0,00",269,"0,76","0,12","1,19",326,"11,1","2,48","0,18","Sanduiche, pao frances, c/ queijo minas","19,4","13,1","0,24","1,20",340,"1,15","43,7","3,32","0,06","0,00","0,46","0,29","81,7","81,6",112
"38,4","5,98","2,73","3,02","0,51","24,1","25,1",164,"0,00",261,"0,70","0,40","1,00",742,"11,7","1,90","0,29","Sanduiche, pao frances, c/ presunto, queijo mucarela, c/ requeijao","21,2","14,3","0,24","1,79",231,"0,19","46,2","6,47","0,09","1,84","0,35","0,24","0,78","0,78",285
"26,7","3,47","2,35","2,29","2,27","20,4","21,5",160,"0,00",212,"0,58","0,25","1,13",604,"9,57","1,64","0,24","Sanduiche, pao frances, c/ presunto, queijo mucarela, alface, tomate e maionese","17,4","10,6","0,35","1,25",157,"0,13","55,9","7,38","0,07","1,60","0,28","0,20","56,4","38,8",170
"25,1","3,61","2,29","1,90","0,45","22,3","23,5",185,"0,00",205,"0,60","0,28","1,29",610,"7,24","1,82","0,29","Sanduiche, pao frances, c/ presunto, queijo mucarela, alface e tomate","20,3","12,1","0,20","1,50",178,"0,11","54,8","4,19","0,09","1,79","0,31","0,23","38,7","19,7",206
"36,8","5,83","2,54","2,91","0,58","24,1","25,1",162,"0,00",251,"0,69","0,30","1,00",706,"10,9","2,02","0,29","Sanduiche, pao frances, c/ presunto, queijo mucarela e cream cheese","20,2","13,8","0,21","1,63",196,"0,17","47,7","4,47","0,09","1,95","0,35","0,25","0,78","33,5",227
"12,5","2,50","2,37","2,98","2,89","33,4","34,8",195,"0,00",274,"0,11","1,25","1,45",878,"10,6","2,64","0,41","Sanduiche, pao frances, c/ presunto, c/ margarina","20,7","10,5","0,72","1,07","13,8","0,15","41,7","6,46","0,10","1,30","0,40","0,35","1,13","1,13",159
"12,5","2,50","2,20","2,98","2,89","33,4","34,8",195,"0,00",274,"0,11","1,25","1,45",878,"10,6","2,64","0,23","Sanduiche, pao frances, c/ presunto, c/ margarina","20,7","10,5","0,72","1,07","13,8","0,15","41,7","4,06","0,10","0,00","0,40","0,35","1,13","1,13",159
"32,0","4,58","2,78","2,41","0,55","27,9","29,1",177,"0,00",257,"0,76","0,35","1,19",775,"9,17","2,23","0,34","Sanduiche, pao frances, c/ presunto e queijo prato","23,0","15,1","0,15","1,86",222,"0,14","43,9",120,"0,10","2,18","0,38","0,29","0,93","0,93",256
"14,1","0,95","2,43","1,08","0,57","37,8","39,4",217,"0,00",233,"0,13","0,16","1,63",876,"3,46","2,96","0,25","Sanduiche, pao frances, c/ presunto","23,1","11,8","0,13","1,20","14,8","0,17","42,9","7,26","0,12","0,00","0,45","0,40","1,27","1,27",178
"39,5","5,87","2,22","3,68","2,40","25,2","26,3",163,"0,00",292,"0,70","1,16","1,09",735,"14,4","2,12","0,18","Sanduiche, pao frances, c/ peito de peru defumado, queijo prato, c/ margarina","23,5","15,0","0,58","1,57",208,"0,01","42,1","3,04","0,10","1,02","0,41","0,26","0,85","0,85",257
"56,2","8,73","2,18","3,87","0,72","25,4","26,5",163,"0,00",304,"0,71","0,60","1,09",709,"15,6","2,13","0,18","Sanduiche, pao frances, c/ peito de peru defumado, queijo prato, c/ manteiga","23,5","15,1","0,33","1,57",208,"0,01","40,7","3,04","0,10","1,02","0,41","0,26","0,85","0,85",259
"43,0","4,90","2,30","2,98","2,94","24,6","25,6",151,"0,00",271,"0,65","0,32","1,00",731,"12,8","1,96","0,17","Sanduiche, pao frances, c/ peito de peru defumado, queijo prato, c/ maionese","21,7","14,0","0,33","1,45",192,"0,02","45,3","2,81","0,09","0,95","0,39","0,24","0,78","1,79",239
"36,6","5,36","2,23","3,48","2,39","25,6","26,7",160,"0,00",287,"0,68","1,15","1,09",725,"13,5","2,12","0,18","Sanduiche, pao frances, c/ peito de peru defumado, queijo mucarela, c/ margarina","22,2","15,0","0,58","1,63",201,"0,01","42,6","3,04","0,09","1,02","0,41","0,26","0,85","0,85",256
"6,18","0,47","0,91","0,51","0,58","6,34","9,21",157,"0,00",52,"0,14","0,03","2,87",187,"1,69","0,71","0,03","Sopa, feijao preto, c/ carne bovina, c/ macarrao, c/ vegetais, c/ sal","15,8","5,25","0,31","1,25","16,1","0,03","82,9","0,94","0,17","0,34",tr,"0,04","28,0","14,2","54,4"
"0,00","0,02","0,10","0,02","0,02","5,98","6,33","28,0","0,00",26,"0,00","0,00","0,35","0,74","0,08","0,01",tr,"Suco natural, acerola, c/ acucar","2,21","0,15",NA,"0,02","7,53","0,00","93,3","0,15","0,01","0,14","0,01",tr,"40,2","20,1","4,27"
"0,00","0,01","0,12","0,01","0,03","3,60","3,98","47,2","0,00",17,"0,00","0,00","0,38","0,97","0,11","0,16","0,06","Suco natural, abacaxi, s/ acucar","5,70","0,23","0,02","0,05","6,30","0,00","95,5","0,14","0,04",tr,"0,01",tr,"0,69","0,34","3,61"
"0,00","0,03","0,41","0,02","0,07","7,24","8,16",155,"0,00",35,"0,00","0,00","0,92","8,94","0,21","0,30","0,06","Suco natural, abacaxi, melao e maracuja, s/ acucar","8,42","0,62","0,06","0,11","8,09","0,00","90,7","0,32","0,07","0,40","0,02","0,02","23,3","11,7","9,60"
"0,00","0,02","0,42","0,02","0,07","14,1","14,9",143,"0,00",62,"0,00","0,00","0,85","9,16","0,19","0,29","0,05","Suco natural, abacaxi, melao e maracuja, c/ acucar","7,81","0,59","0,05","0,10","7,74","0,00","83,9","0,34","0,06","0,37","0,02","0,02","21,5","10,8","8,87"
