acidosGraxosMonoInsaturados,acidosGraxosPoliInsaturados,acidosGraxosSaturados,acidosGraxosTrans,calcio,carboidratoDisponível,carboidratoTotal,cobre,colesterol,energia,equivalenteFolato,ferro,fibraAlimentar,fosforo,lipidios,magnesio,niacina,nome,potassio,proteina,riboflavina,selenio,sodio,tiamina,umidade,vitaminaARAE,vitaminaARE,vitaminaB12,vitaminaB6,vitaminaC,vitaminaD,vitaminaE,zinco
"2,99","0,20","3,18","0,21","13,3","10,0","11,5","0,08","35,9",150,"12,9","0,95","1,49","47,4","7,09","9,25","1,60","Arroz carreteiro, c/ sal","86,8","10,8",tr,"0,00",1801,"0,03","67,7","4,91","9,81","0,00","0,07","1,07","0,00","0,31","2,66"
"2,91","2,56","2,12","0,04","23,3","16,2","17,3","0,15","33,4",185,"5,06","0,86","1,04","80,9","8,15","21,8","2,76","Arroz caipira, c/ arroz polido, s/ sal",128,"11,1","0,01","0,95","54,9","0,02","62,8","7,18","12,7","0,17","0,02","2,62","0,00","0,44","1,08"
"2,90","2,55","2,11","0,04","23,3","16,1","17,2","0,15","33,2",184,"5,04","0,85","1,04","80,6","8,11","21,7","2,75","Arroz caipira, c/ arroz polido, c/ sal",127,"11,0","0,01","0,94",241,"0,02","62,5","7,14","12,7","0,17","0,02","2,61","0,00","0,43","1,08"
"3,07","2,67","2,18","0,04","21,7","12,4","13,9","0,07","33,4",173,"6,04","0,74","1,52","91,9","8,39","21,1","2,76","Arroz caipira, c/ arroz integral, s/ sal",134,"11,1","0,01","0,49","54,3","0,06","65,9","7,18","12,7","0,17","0,06","2,62","0,00","0,52","0,95"
"3,05","2,66","2,17","0,04","21,7","12,3","13,9","0,07","33,2",172,"6,02","0,74","1,51","91,5","8,35","21,0","2,75","Arroz caipira, c/ arroz integral, c/ sal",133,"11,1","0,01","0,49",241,"0,06","65,6","7,14","12,7","0,17","0,06","2,61","0,00","0,52","0,95"
"1,43","1,67","1,21","0,05","8,01","13,3","14,0","0,10","42,8",155,"3,99","3,74","0,72","97,5","5,35","17,3","5,14","Arroz ao molho pardo (arroz de cabidela), c/ arroz polido, c/ sal",133,"13,1",tr,"1,90","37,9","0,05","66,8","0,96","4,33","0,12","0,02","0,78","0,01","0,33","0,78"
"0,53","1,33","0,44","0,01","13,8","25,1","27,0","0,12","0,00",135,"5,36","0,47","1,84","31,7","2,48","21,4","0,20","Arroz a grega, c/ arroz polido, s/ sal",145,"2,24","0,01","1,14","2,39","0,02","67,8","29,6","59,2","0,00","0,04","6,40","0,00","0,50","0,42"
"0,53","1,33","0,44","0,01","13,7","25,0","26,8","0,12","0,00",135,"5,33","0,47","1,83","31,6","2,47","21,3","0,20","Arroz a grega, c/ arroz polido, c/ sal",144,"2,23","0,01","1,14","2,38","0,02","68,0","29,5","59,0","0,00","0,04","6,37","0,00","0,50","0,42"
"0,69","1,40","0,48","0,01","11,3","20,4","22,7","0,03","0,00",119,"6,83","0,31","2,28","43,2","2,64","19,9","0,20","Arroz a grega, c/ arroz integral, s/ sal",140,"2,21","0,01","0,59","1,72","0,06","71,9","28,4","56,8","0,00","0,08","8,24","0,00","0,55","0,25"
"0,68","1,39","0,48","0,01","11,3","20,3","22,6","0,03","0,00",118,"6,80","0,31","2,27","43,0","2,63","19,8","0,20","Arroz a grega, c/ arroz integral, c/ sal",140,"2,20","0,01","0,59","1,71","0,06","72,1","28,3","56,5","0,00","0,08","8,21","0,00","0,54","0,25"
NA,NA,NA,NA,NA,"8,00","12,5",NA,"0,00",47,NA,NA,"4,50",NA,"0,20",NA,NA,"Araca, polpa, com casca, sem semente, in natura",NA,"1,00",NA,NA,NA,NA,"85,5","3,00",NA,NA,NA,"2,13",NA,NA,NA
"2,55","1,12","1,91",NA,"24,9","5,00","5,00","0,03","37,2",139,"6,20","0,97",NA,248,"6,60","16,8","0,77","Apresuntado, retangular, cozido",298,"15,0","0,04",NA,1040,"0,69","71,0",NA,NA,"0,37",tr,tr,"0,54","0,06","1,82"
"1,93","0,85","1,44",NA,"24,7","5,00","5,00","0,03","28,2",129,"6,16","0,96",NA,246,"5,00","16,7","0,76","Apresuntado, metro, cozido",295,"16,0","0,04",NA,1033,"0,68","71,2",NA,NA,"0,37",tr,tr,"0,41","0,05","1,81"
"1,75","0,77","1,31",NA,"21,1","3,32","3,32","0,03","25,5",108,"5,24","0,82",NA,210,"4,53","14,2","0,65","Apresuntado, fatiado, cozido",251,"13,5","0,03",NA,879,"0,58","75,5",NA,NA,"0,31",tr,tr,"0,37","0,04","1,54"
"2,59","1,13","1,93",NA,"20,8","4,05","4,05","0,12","37,7",126,"5,81","1,22",NA,310,"5,71","18,1","0,70","Apresuntado, cozido (media de diferentes marcas)",325,"14,5","0,04",NA,1282,"0,62","72,9",tr,tr,"0,35",tr,tr,"0,46","0,05","1,87"
"2,15","1,53","1,94","0,05","6,89","12,1","13,7","0,06","34,8",146,"36,3","1,68","1,52","36,9","6,90","9,37","0,72","Angu a baiana, polenta, c/ molho de carne bovina, c/ sal",145,"8,11","0,12","0,67",469,"0,05","70,1","11,6","23,1","0,31","0,03","8,56","0,16","0,44","1,24"
"0,45","0,52","0,34","0,01","2,55","17,3","19,8","0,05","3,62",99,"53,2","1,53","2,41","27,8","1,27","6,01","0,19","Angu a baiana, polenta, c/ molho bolonhesa, c/ sal",161,"3,36","0,01","1,28",435,"0,04","74,6","7,61","15,1","0,16","0,01","0,49","0,00","0,64","0,44"
"0,05","0,28","0,01","0,00","21,8","6,25","6,74","0,12","0,00",36,"18,8","0,47","0,49","16,5","0,49","15,0","0,49","Amora preta, in natura",121,"1,39","0,02",NA,"0,75","0,02","91,1","11,0",NA,"0,00","0,02","15,8","0,00","1,17","0,40"
"29,1","14,2","9,74",NA,"39,4","7,87","16,9","0,68",NA,626,"97,5","1,33","8,99",260,"51,8",159,"7,47","Amendoim, torrado, c/ sal",495,"27,5",tr,NA,375,"0,08","1,31","0,00","0,00","0,00","0,21",tr,"0,00","5,14","2,12"
"17,2","16,2","8,70",NA,tr,"14,5","20,7","1,08",NA,589,242,"3,13","6,22",407,"46,3",170,"10,2","Amendoim, grao, cru",580,"25,4","0,03",NA,tr,"0,10","5,57","0,00",NA,"0,00","0,76",tr,"0,00","7,84","2,92"
"21,8","10,7","7,31","0,00","41,0","30,5","37,2","0,53","0,00",568,"73,1","1,54","6,75",198,"38,9",126,tr,"Amendoim, caramelizado",415,"20,7","0,01","0,00","3,11","0,06","1,19","0,00","0,00","0,00",tr,tr,"0,00","3,86","1,63"
"26,6","13,4","3,96","0,10",188,"32,6","40,9","0,71","0,00",560,"40,7","2,82","8,30",371,"39,0",172,tr,"Amendoa, torrada, caramelizada",521,"15,5","0,13","1,48","5,36","0,22","2,90","0,06","0,13","0,00",tr,tr,"0,00","17,9","1,96"
"35,5","17,8","5,28","0,13",235,"10,7","21,8","0,93","0,00",616,"54,3","3,04","11,1",490,"52,0",220,tr,"Amendoa, torrada, c/ sal",636,"20,6","0,16","1,98",277,"0,29","3,59","0,08","0,17","0,00",tr,tr,"0,00","23,9","2,56"
"31,6","12,3","3,80",NA,269,"9,04","21,5","1,03","0,00",632,"44,0","3,71","12,5",481,"49,9",270,"3,62","Amendoa, crua, s/ sal",733,"21,1","1,14","4,10","1,00","0,20","4,41",-,-,"0,00","0,14","0,00","0,00","25,6","3,12"
"0,05","0,06","0,09","0,00","43,0","56,8","63,9","0,28","0,00",253,"4,00","0,93","7,10","69,0","0,38","41,0","1,88","Ameixa, seca",732,"2,18","0,19","0,30","2,00","0,05","30,9","39,0",NA,"0,00","0,21","0,60","0,00","0,43","0,44"
NA,NA,NA,"0,00","13,2","46,4","46,9","0,03","0,00",188,"5,99","2,15","0,52","20,9",tr,"9,96",tr,"Ameixa, em calda, enlatada, drenada",221,"0,41","0,23","0,00","2,70",tr,"52,2","19,9","39,8","0,00","0,37","4,27","0,00","0,26","0,14"
tr,tr,tr,"0,00","5,72","11,4","13,8","0,06","0,00",54,"5,95","0,10","2,43","13,9",tr,"5,48",tr,"Ameixa, c/ casca, in natura",134,"0,77",tr,"0,00",tr,"0,07","84,8","15,2","30,4","0,00","0,03","7,63","0,00","0,05","0,05"
"4,08","0,52","7,17","0,40",408,"45,1","45,6","0,05",110,359,"62,9","2,26","0,48",130,"13,5","24,4","0,15",Ameixa de queijo ,158,"14,0","0,20","7,31","49,2","0,06","24,1","92,5","92,5","1,00","0,02",tr,"1,66","0,35","1,39"
"1,68","2,78","1,46",NA,159,"58,5","65,3","0,53","0,00",365,"82,0","7,61","6,70",557,"7,02",248,"0,92","Amaranto, grao, cru",508,"13,6","0,20","18,7","4,00","0,12","11,3","0,00","0,00","0,00","0,59","4,20","0,00","1,19","2,87"
"0,00","0,00","0,00",NA,"47,0","16,6","18,7","0,15","0,00",100,"0,00","2,10","2,10",148,"1,59","65,0","0,23","Amaranto, grao, cozido, s/ oleo, s/ sal",135,"3,80","0,02","5,50","6,00","0,01","75,2","0,00","0,00","0,00","0,11","0,00","0,00","0,19","0,86"
"6,06","2,53","3,86","0,11","7,99","7,09","7,09",NA,144,202,"1,33","1,09",NA,237,"13,6","28,0","7,42","Almondega, carne, frango, crua, c/ sal",695,"12,8","0,32",NA,780,"0,15","64,4","0,00",NA,"0,75","0,68","0,00",NA,"0,45","1,96"
"5,00","5,50","4,20","0,22","26,8","14,3","14,3","0,19","36,4",272,NA,"1,91",NA,244,"15,8","48,1","6,60","Almondega, carne, boi, industrializada, frita, c/ sal",536,"18,2","0,07",NA,1030,"0,13","48,1","15,6",NA,"1,12",tr,"0,00","0,07","0,30","2,61"
"3,50","0,90","3,90","0,36","22,2","10,7","10,7","0,15","33,6",178,NA,"1,56",NA,144,"9,32","23,8","2,20","Almondega, carne, boi, industrializada, crua, c/ sal",328,"12,9","0,04",NA,621,"0,11","64,7","9,23",NA,"0,76",tr,"0,00","0,04","0,18","2,33"
"2,32","0,60","2,59","0,24","21,7","11,7","11,7","0,14","22,3",168,NA,"1,53",NA,141,"7,43","23,2","2,15","Almondega, carne, boi, crua, c/ sal",321,"13,5","0,04",NA,607,"0,11","65,1","7,36",NA,"0,75",tr,"0,00","0,03","0,14","2,28"
"6,06","2,53","3,86","0,11","7,57","7,09","7,09",NA,144,202,"1,33","0,88",NA,123,"13,6","18,9","7,42","Almondega, carne, ave, industrializada, crua, c/ sal",237,"12,8","0,32",NA,688,"0,15","64,4","0,00",NA,"0,75","0,68","0,00",NA,"0,45","1,31"
"3,48","2,73","3,21","0,12","11,6","8,02","8,72","0,15",101,245,"28,4","3,21","0,70",255,"10,1","29,3","2,44","Almondega, carne bovina, grelhada, caseira, s/ sal",373,"30,3","0,03","4,27","82,8","0,06","49,7","2,05","3,86","3,38","0,02","0,42","0,00","0,29","6,71"
"3,48","2,73","3,21","0,12","10,4","7,92","8,57","0,15",101,245,"28,1","3,19","0,64",254,"10,1","28,9","2,43","Almondega, carne bovina, grelhada, caseira, c/ sal",372,"30,2","0,03","4,26",262,"0,06","49,4","1,52","2,90","3,38","0,02","0,36","0,00","0,29","6,71"
"3,48","4,54","2,84","0,13","20,7","10,2","11,3","0,16","21,8",194,"6,62","1,34","1,02",161,"11,6","35,3","3,96","Almondega, ao sugo (molho de tomate)",444,"11,6","0,05","0,14",779,"0,13","62,7","36,7","54,7","0,43","0,03","8,14","0,04","0,65","1,67"
tr,"0,10","0,04","0,00","13,7","22,6","25,8","0,15","0,00",121,"2,38","0,81","3,19",150,"0,20","21,5",tr,"Alho, cru",541,"5,70",tr,"2,24","5,43","0,19","67,1",tr,tr,"0,00","0,45","24,8","0,00","0,98","0,83"
"0,00","0,10","0,04","0,00","13,7","22,6","25,8","0,15","0,00",121,"1,67","0,81","3,19",150,"0,20","21,5",tr,"Alho, cozido, s/ oleo, s/ sal",541,"5,70",tr,"2,24","5,43","0,17","67,1","0,00","0,00","0,00","0,40","21,1","0,00","0,98","0,83"
"0,03","0,10","0,06","0,00",625,"73,2","80,9","0,61","0,00",336,"0,00","21,4","7,70","52,0","0,30",770,"0,20","Alga, agar agar, em po",1125,"6,21","0,22","7,40",102,"0,01","8,68","0,00","0,00","0,00","0,30","0,00","0,00","5,00","5,80"
tr,"0,32","0,16","0,00",258,"1,10","5,24","0,15","0,00",28,"83,9","1,26","4,14","49,7","0,48","84,2",tr,"Alfavaca, crua",260,"2,66","0,12","0,37","4,55",tr,"90,2",518,1037,"0,00","0,56",tr,"0,00","0,60","0,71"
tr,"0,06","0,01","0,00","33,8","0,48","2,49","0,04","0,00",11,"35,3","2,48","2,01","51,1","0,19","9,31",tr,"Alface, roxa, crua",308,"0,91",tr,"0,20","7,12",tr,"95,7",155,311,"0,00",tr,"13,5","0,00","0,13","0,23"
tr,"0,07","0,16","0,00","27,5","0,10","2,43","0,03","0,00",13,"37,8","0,61","2,33","26,1","0,12","9,11","0,75","Alface, lisa, crua",348,"1,69","0,08","0,20","4,23","0,09","95,0",190,380,"0,00","0,07","21,4","0,00","0,18","0,35"
tr,"0,08","0,20","0,00","37,5","0,00","1,79","0,03","0,00",9,"26,9","0,75","1,87","26,0","0,12","12,7","0,92","Alface, crua",311,"1,08","0,10","0,20","4,20","0,10","96,4",182,364,"0,00","0,04","18,5","0,00","0,18","0,29"
tr,"0,09","0,21","0,00","38,0","0,00","1,70","0,03","0,00",10,"29,6","0,40","1,83","25,8","0,16","11,0","1,09","Alface, crespa, crua",267,"1,35","0,12","0,20","3,38","0,11","96,1",164,329,"0,00",tr,"15,6","0,00","0,23","0,25"
tr,"0,06","0,15","0,00","11,7","0,26","1,50","0,02","0,00",6,"13,3","0,22","1,24","15,7","0,11","4,65",tr,"Alface, americana, crua",110,"0,41",tr,"0,20","5,93","0,02","97,7",158,317,"0,00","0,03","8,89","0,00","0,13","0,18"
"3,01","2,34","7,37","0,00",1280,"21,5","64,1","0,55","0,00",328,307,"29,3","42,6","70,0","15,2",220,"1,00","Alecrim, seco",955,"4,88","0,43","4,60","50,0","0,51","9,31",156,NA,"0,00","1,74","61,2","0,00",NA,"3,23"
"0,06","0,30","0,23","0,00","40,0","4,89","4,89","0,37","0,00",37,"23,0","1,67","0,00","10,00","0,86","33,0","0,65","Alcaparra, conserva","40,0","2,36","0,14","1,20",2348,"0,02","83,9","7,00",NA,"0,00","0,02","4,30","0,00","0,88","0,32"
"0,01","0,14","0,08","0,00","21,0","6,25","11,9","0,23","0,00",51,"89,0","0,61","5,70","73,0","0,34","42,0","1,11","Alcachofra, cozida, drenada, s/ sal",286,"2,89","0,09","0,20","60,0","0,05","84,1","0,00","0,00","0,00","0,08","7,40","0,00","0,19","0,60"
"0,01","0,14","0,08","0,00","21,0","6,23","11,9","0,13","0,00",51,"88,7","0,61","5,68","72,8","0,34","41,9","1,11","Alcachofra, cozida, drenada, s/ oleo, c/ sal",285,"2,88","0,09","0,00",187,"0,05","83,8","0,00","0,00","0,00","0,08","7,38","0,00","0,19","0,60"
"0,28","0,77","0,21","0,00",101,"5,75","7,37","0,50","0,00",43,"53,4","1,14","1,62","47,2","1,32","14,6",tr,"Aipo (salsao), refogado (c/ oleo, cebola e alho), s/ sal",439,"1,33",tr,"0,87","14,8",tr,"88,3",637,1274,"0,00","0,26","5,92","0,00","0,33","0,24"
"0,28","0,77","0,21","0,00",102,"5,43","7,05","0,50","0,00",42,"53,4","1,14","1,62","47,2","1,32","14,6",tr,"Aipo (salsao), refogado (c/ oleo, cebola e alho), c/ sal",439,"1,33",tr,"0,87",142,tr,"88,3",637,1274,"0,00","0,26","5,92","0,00","0,33","0,24"
"0,01","0,03","0,02","0,00","65,2","3,32","4,27","0,31","0,00",19,"48,6","0,72","0,96","28,0","0,07","8,86",tr,"Aipo (salsao), cru",273,"0,76",tr,"0,54","9,52",tr,"93,8",456,913,"0,00","0,18","5,88","0,00","0,11","0,14"
"2,60","2,49","1,27",NA,"47,5","56,7","67,0","0,44","0,00",370,"55,0","4,41","10,3",152,"7,00",117,"4,44","Aveia, farinha, crua",333,"14,9","0,03",NA,"4,59","0,55","9,80","0,00","0,00","0,00",tr,"1,34","0,00",NA,"2,61"
NA,NA,NA,"0,00",2011,"17,7","64,4","12,4","0,00",253,NA,"2,50","46,7",NA,"5,50","95,1",NA,"Banana, madura, casca, crua, seca",4600,"9,70",NA,NA,"32,5",NA,"7,60",NA,NA,"0,00",NA,NA,NA,NA,"2,30"
NA,NA,NA,"0,00",221,"1,96","7,11","1,37","0,00",28,NA,"0,28","5,15",NA,"0,61","10,5",NA,"Banana, madura, casca, crua",507,"1,07",NA,NA,"3,59",NA,"89,8",NA,NA,"0,00",NA,NA,NA,NA,"0,25"
tr,tr,"0,09","0,00","3,73","23,9","26,3","0,13","0,00",109,"22,9","0,23","2,38","33,2","0,27","27,5",tr,"Banana, maca, in natura",306,"1,49",tr,"0,13",tr,tr,"71,3","3,21","6,42","0,00","0,17","12,1","0,00","0,06","0,14"
tr,tr,"0,06","0,00","4,29","24,5","26,7","0,08","0,00",109,"23,0","0,32","2,24","23,0","0,19","31,0",tr,"Banana, in natura",346,"1,27",tr,"0,13",tr,tr,"71,1","12,8","25,6","0,00","0,12","11,2","0,00","0,06","0,17"
tr,tr,"0,05","0,00","6,36","25,0","27,8","0,06","0,00",111,"23,8","0,20","2,80","15,8","0,14","30,2",tr,"Banana, Figo, in natura",386,"1,13",tr,"0,13",tr,"0,09","70,1","9,69","19,4","0,00","0,03","17,5","0,00","0,04","0,12"
tr,tr,NA,"0,00","12,0","71,8","75,7","0,16","0,00",304,NA,"0,61","3,83","36,9","0,05","49,2","1,41","Banana, doce, em barra",518,"2,17",tr,NA,"9,88","0,03","21,1",NA,NA,"0,00","0,06",tr,"0,00",NA,"0,30"
tr,tr,"0,08","0,00","3,28","32,1","33,7","0,05","0,00",140,"23,0","0,29","1,53","25,5","0,24","29,6",tr,"Banana, da terra, in natura",328,"1,43","0,02","0,30",tr,"0,03","63,9",119,239,"0,00","0,14","15,7","0,00","0,07","0,16"
"2,10","5,40","1,46","0,05","3,70","38,2","40,1","0,09","0,00",247,"17,3","0,35","1,82","30,4","9,29","35,2",tr,"Banana, da terra, frita, c/ oleo de soja",351,"1,71","0,02","0,04",tr,"0,03","48,0","89,7",213,"0,00","0,15","13,1","0,00","0,31","0,19"
"1,97","0,14","4,73","0,25","4,03","38,2","40,1","0,06","19,3",236,"0,28","0,35","1,82","31,0","8,03","35,3",tr,"Banana, da terra, frita, c/ manteiga",351,"1,74","0,02","0,13","0,35","0,03","49,2",185,293,"0,02","0,15","13,1","0,00","0,13","0,19"
tr,tr,"0,09","0,00","3,67","37,9","39,7","0,06","0,00",165,"20,4","0,35","1,80","30,1","0,28","34,9",tr,"Banana, da terra, assada, s/ adicao de ingredientes",348,"1,69","0,02","0,04",tr,"0,03","57,4",119,239,"0,00","0,16","14,9","0,00","0,09","0,19"
"2,98","7,32","2,06","0,06","7,75","27,6","29,8","0,15","14,5",241,"9,88","0,98","2,22","48,8","12,7","32,7","0,03","Banana, da terra, a milanesa (farinha de trigo, ovo e farinha de rosca), frita em imersao, s/ acucar",359,"2,85","0,03","4,13","33,7","0,02","53,6","11,3","16,8","0,03","0,13","4,07","0,07","0,43","0,37"
"0,00","0,00","0,05","0,00","14,5","42,9","44,6","0,07","0,00",181,"8,63","0,79","1,68","20,4","0,15","30,0",tr,"Banana, cozida, caramelada",278,"1,04","0,01","0,10","3,11",tr,"53,5","7,20","14,4","0,00","0,08","5,90","0,00","0,04","0,17"
NA,NA,NA,"0,00",255,"2,25","8,18","1,57","0,00",32,NA,"0,32","5,92","0,00","0,70","12,1",NA,"Banana madura, s/ casca, cozida, s/ oleo, s/ sal",583,"1,23",NA,NA,131,NA,"88,0",NA,NA,"0,00",NA,NA,NA,NA,"0,29"
tr,tr,"0,20","0,00","14,4","82,0","89,5","0,27","0,00",366,"77,1","1,08","7,50","77,1","0,63",103,tr,"Banana madura, rodelas, desidratada",1161,"4,25",tr,"0,45",tr,tr,"3,00","40,2",NA,"0,00","0,42","37,7","0,00","0,19","0,57"
"0,00","0,00","0,00","0,00",255,"1,80","8,18","1,57","0,00",31,"0,00","0,32","6,38","0,00","0,70","12,1","0,00","Banana madura, casca, cozida, s/ oleo, s/ sal, Musa sp.",583,"1,23","0,00","0,00",131,"0,00","88,0","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,29"
"0,63","0,05","1,48","0,08","34,0","46,4","47,7","0,04","6,65",234,"6,61","0,93","1,28","21,5","3,53","18,6","0,01",Banana flambada,168,"0,91","0,04","0,26","12,0","0,02","47,4","33,2","34,9","0,04","0,02","18,8","0,00","0,03","0,15"
"0,00","0,00","0,00","0,00","3,00","98,0","98,0","0,03","0,00",394,"0,00","0,30","0,00","3,00","0,20","3,00","0,01","Bala, frutas","5,00","0,00","0,00","0,60","38,0","0,00","1,30","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,01"
"0,00","0,00","0,00","0,00","3,00","98,0","98,0","0,03","0,00",394,"0,00","0,30","0,00","3,00","0,20","3,00","0,01","Bala, dura","5,00","0,00",tr,"0,06","38,0",tr,"1,30","0,00","0,00","0,00",tr,"0,00","0,00","0,00","0,01"
"0,09","0,06","0,03","0,00","0,00","93,9","96,3","0,00","0,00",382,"0,00","0,00","2,40","0,00","0,20","0,00","0,00","Bala, diet (media de diferentes sabores)","0,00","0,00","0,00","0,50","7,00","0,00","3,50","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"0,15","0,03","2,60","0,00","39,2","82,2","82,3","0,07","0,00",359,"1,81","1,89","0,11","14,9","3,08","25,4",tr,"Bala, coco, caseira ",171,"0,46","0,03","0,13","17,8",tr,"13,3","0,00","0,00","0,00",tr,tr,"0,00","0,02","0,19"
"1,54","3,48","2,48","0,00",138,"77,0","77,0","0,02","7,00",399,"4,00","0,14","0,00",114,"8,10","17,0","0,15","Bala, caramelo",214,"4,60","0,26","1,80",245,"0,10","8,50","12,0",NA,"0,00","0,06","0,40","0,00","0,46","0,44"
"0,22","0,07","0,06","0,00",294,"74,9","77,3","0,00","0,00",327,"0,00","0,00","2,40","0,00","0,50","0,00","0,00","Bala gelatina, goma","0,00","4,60","0,00","0,00",125,"0,00","15,0","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"1,00","1,50","0,60","0,01","33,3","19,1","23,1","0,08","4,10",126,NA,"0,56","3,98","71,7","2,30","18,7",tr,"Baiao de dois, arroz e feijao de corda, c/ sal",157,"5,17",tr,NA,"93,3","0,04","68,3",NA,NA,NA,"0,00",tr,NA,NA,"0,60"
NA,NA,NA,"0,00","12,0","13,1","18,3","0,40","0,00",81,NA,"0,63","5,20","30,0","1,46","23,0","0,17","Bacuri, polpa, in natura",146,"1,22","0,00",NA,"29,0","0,00","78,5","0,00","0,00",NA,"0,07","5,49",NA,"0,00","0,59"
"5,05","5,05","23,7","0,14","0,14","68,6",143,"1,48","23,7",601,233,"0,00","0,73","2,00","0,73","2,00","13,7","Baco bovino, refogado (c/ oleo, cebola e alho), c/ sal",326,"68,6","0,01","1,48","0,00","0,01",143,"1,31","1,31","37,6","13,7","37,6","0,95","0,95",326
"4,91","1,53","1,39","0,47","32,5","3,55","4,34","0,05","52,1",137,"12,1","0,34","0,88","38,0","8,16","11,7","4,94","Bacalhoada, c/ vegetais, c/ sal",121,"11,8","0,03","0,10",792,"0,04","72,5","7,49","15,0","0,69","0,04","24,4","2,34","2,96","0,35"
NA,NA,NA,NA,"61,0","61,3","79,2","0,22","0,00",288,NA,"18,3","17,9","25,6","0,20","39,3","2,58","Babacu, mesocarpo, farinha, crua",362,"1,41",tr,NA,"12,5",tr,"15,8",NA,NA,"0,00",tr,tr,NA,NA,"0,34"
"2,55","0,55","9,68","0,15",114,"33,1","33,4","0,08",118,282,"21,9","0,71","0,27",120,"14,4","18,9","0,00",Baba de moca,212,"4,90","0,15","9,22","59,9","0,04","46,3","83,6","84,5","0,35","0,23","0,85","0,62","1,41","0,74"
"8,30","1,00","2,30",NA,"45,6","0,26","4,10","0,14",NA,140,"2,88","0,18","3,85","5,36","14,2","3,94",tr,"Azeitona, verde, conserva, drenada","19,8","0,95",tr,NA,1347,tr,"76,3",NA,NA,"0,00",tr,tr,"0,00","3,54","0,08"
"11,0","3,00","3,50",NA,"58,8","0,99","5,54","0,25",NA,201,"0,00","5,45","4,55","16,0","20,3","4,76",tr,"Azeitona, preta, conserva, drenada","78,6","1,16",tr,NA,1566,tr,"68,5",NA,NA,"0,00","0,04",tr,"0,00","3,14","0,29"
"23,3","60,0","15,2","0,50","0,00","0,00","0,00","0,30","0,00",900,"0,00","0,06","0,00","0,00","100,0","0,00","0,00","Azeite, oliva, frito","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","9,11","0,01"
"75,5","9,50","14,9",NA,"0,95","0,00","0,00","0,00","0,00",900,"0,00","0,53","0,00","0,00","100,0","0,00","0,00","Azeite, oliva, cozido","0,95","0,00","0,00","0,00","1,90","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","13,8","0,00"
"23,3","60,0","15,2","0,50","0,00","0,00","0,00","0,30","0,00",900,"0,00","0,06","0,00","0,00","100,0","0,00","0,00","Azeite, oliva, assado","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","9,11","0,01"
"75,5","9,50","14,9",NA,"0,00","0,00","0,00","0,00","0,00",900,"0,00","0,01","0,00","0,00","100,0","0,00","0,00","Azeite, oliva","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","18,4","0,00"
"40,1","16,6","43,1","0,14","0,00","0,00","0,00","0,00","0,00",900,"0,00","0,01","0,00","0,00","100,0","0,00","5,86","Azeite, dende","0,00","0,00",tr,"0,00","0,00","0,10","0,00",5067,10134,"0,00",tr,"0,00",NA,"15,9","0,00"
"9,80","1,82","2,13","0,00","12,0","1,83","8,53","0,19","0,00",161,"81,0","0,55","6,70","52,0","14,7","29,0","1,74","Avocado, polpa, in natura",485,"2,00","0,13","0,40","7,00","0,07","73,2","7,00",NA,"0,00","0,26","10,00","0,00","2,07","0,64"
