acidosGraxosMonoInsaturados,acidosGraxosPoliInsaturados,acidosGraxosSaturados,acidosGraxosTrans,calcio,carboidratoDisponível,carboidratoTotal,cobre,colesterol,energia,equivalenteFolato,ferro,fibraAlimentar,fosforo,lipidios,magnesio,niacina,nome,potassio,proteina,riboflavina,selenio,sodio,tiamina,umidade,vitaminaARAE,vitaminaARE,vitaminaB12,vitaminaB6,vitaminaC,vitaminaD,vitaminaE,zinco
"0,39","0,85","0,40","0,01","53,3","2,28","3,07","0,22",120,66,"17,3","1,32","0,79",145,"1,93","14,2","0,06","Camarao com chuchu, c/ sal",119,"9,36","0,01","0,13",383,"0,02","84,2","7,60","11,3","0,80","0,03","13,4","0,04","1,03","0,66"
"0,36","0,86","0,38","0,02","50,4","2,70","3,88","0,19","96,5",62,"22,4","1,18","1,18",124,"1,86","14,6","0,21","Camarao com batata e legumes, s/ sal",163,"7,96","0,01","0,14",167,"0,03","85,3","57,2",110,"0,64","0,04","15,5","0,03","1,14","0,60"
"0,36","0,86","0,38","0,02","50,5","2,70","3,88","0,19","96,4",62,"22,4","1,18","1,18",124,"1,86","14,6","0,21","Camarao com batata e legumes, c/ sal",163,"7,96","0,01","0,14",347,"0,03","84,9","57,2",110,"0,64","0,04","15,5","0,03","1,14","0,60"
"0,90","1,52","1,64",NA,"42,7","2,79","3,12","0,07",116,97,NA,"1,42","0,39",244,"5,97","14,9","0,31","Camarao a baiana, s/ sal",139,"7,94",tr,NA,"84,8",tr,"82,0",NA,NA,NA,tr,"4,07",NA,NA,"0,47"
"0,90","1,52","1,63",NA,"42,6","2,77","3,11","0,07",116,96,NA,"1,41","0,38",242,"5,94","14,8","0,31","Camarao a baiana, c/ sal",138,"7,91",tr,NA,264,tr,"81,6",NA,NA,NA,tr,"4,05",NA,"0,00","0,47"
"7,53","3,44","2,09","0,03",153,"59,3","60,3","0,14","16,3",375,"9,44","0,72","0,94",131,"12,7","29,6","0,13",Camafeu,257,"5,33","0,20","0,45","87,1","0,08","20,5","37,5","39,1","0,23","0,02","0,07","0,12","0,25","0,91"
"2,06","1,25","3,74","0,20",169,"34,8","36,1","0,11","30,4",269,"89,1","2,70","1,29",209,"8,53","23,8","1,28","Calzone, frios, c/ molho de tomate, caseiro, c/ sal",182,"12,5","0,08","8,25",700,"0,22","40,2","39,8","45,9","0,58","0,00","2,11","0,21","0,00","1,48"
"1,60","0,32","0,87","0,00","5,48","0,86","1,13","0,03","21,4",51,"3,09","0,28","0,27","21,6","3,23","2,63","0,21","Caldo, mocoto, s/ sal","37,9","4,58","0,01","4,68","15,6",tr,"90,8","22,6","45,2","0,08","0,03","0,55","0,00","0,10","0,24"
"1,60","0,32","0,87","0,00","5,56","0,86","1,12","0,03","21,3",51,"3,08","0,28","0,27","21,5","3,22","2,62","0,21","Caldo, mocoto, c/ sal","37,8","4,56",tr,"4,66",195,tr,"90,4","22,5","45,0","0,08","0,03","0,55",NA,"0,10","0,24"
"6,70","5,65","4,19",NA,191,"18,1","19,1",NA,"45,4",259,"32,3","1,89","1,00",192,"16,4","56,5","3,93","Caldo, galinha, tablete",377,"8,20","0,38",NA,24196,"0,19","1,70","0,00","0,00","0,30","0,10","1,01","0,00","0,31","0,20"
"2,89","0,18","8,48","5,68","16,5","2,96","14,9",tr,"1,90",230,"32,1","0,70","11,9","48,5","18,4","12,9","3,61","Caldo, galinha, tablete","68,6","7,24","0,04","28,0",22494,"0,05","2,54",tr,tr,"0,60",tr,"0,50",NA,"0,00","0,26"
"6,27","4,86","4,20",NA,126,"19,0","20,0",NA,"31,5",250,"32,3","2,07","1,00",210,"15,4","53,5","3,64","Caldo, carne/galinha, tablete (media de diferentes tipos)",391,"8,30","0,31",NA,24247,"0,19","1,90","0,00","0,00","0,61","0,10","0,51",NA,"0,10","0,20"
"6,01","0,58","7,16",NA,"60,7","19,8","20,8",NA,"14,4",248,"32,4","2,26","1,00",227,"14,4","50,6","3,34","Caldo, carne, tablete",408,"8,40","0,24",NA,24297,"0,20","2,10","0,00","0,00","1,01","0,20","0,00","0,00","0,00","0,21"
"2,34","0,09","7,29","5,07",129,"17,3","17,9",tr,tr,242,"32,3",tr,"0,58",123,"15,5","22,2",tr,"Caldo, carne, tablete",219,"8,11","0,07","27,8",22274,"0,71","2,52",tr,tr,"1,01","0,27","0,00","0,00","0,00",tr
"1,90","0,88","1,43","0,00","47,3","4,81","5,99","0,04","9,98",81,"5,60","0,38","1,17","39,0","4,60","12,6","0,85","Caldo verde, c/ sal",239,"4,45","0,07","0,14",159,"0,09","83,3","43,5","87,1","0,28","0,08","8,42","0,15","0,30","0,51"
"0,00","0,01","0,00","0,00","6,55","0,99","1,30","0,03","0,00",6,"3,23","0,09","0,32","5,92","0,03","1,91","0,11","Caldo de vegetais, caseiro, s/ oleo, s/ sal","36,5","0,22",tr,"0,09","1,15",tr,"98,3","48,2","93,9","0,00","0,02","0,62","0,00","0,10","0,03"
"0,12","0,05","0,04","0,00","6,24","0,86","1,13","0,02","2,45",10,"3,15","0,09","0,27","10,7","0,25","2,41","0,11",Caldo de peixe,"40,8","0,97",tr,"1,52","4,09",tr,"97,5","40,3","78,4","0,09","0,02","0,55","0,21","0,14","0,04"
"0,05","0,03","0,05","0,00","5,74","0,86","1,13","0,02","3,54",11,"2,92","0,09","0,27","14,2","0,15","2,18","0,40",Caldo de frango,"40,6","1,45",tr,"0,54","2,42",tr,"97,2","40,1","78,2","0,01","0,02","0,55","0,00","0,10","0,07"
"1,54","1,34","1,17","0,03","18,5","3,75","8,87","0,35","4,47",80,"52,2","0,94","5,12","59,8","4,26","25,2","0,25","Caldo de feijao, c/ toucinho defumado (bacon), c/ sal",171,"4,14","0,00","1,65",195,"0,04","81,8","0,00","0,00","0,09","0,02","0,27","0,00","0,12","1,16"
"0,23","0,61","0,17","0,00","18,0","3,72","8,84","0,34","0,00",46,"52,0","0,89","5,12","55,0","1,05","24,7","0,00","Caldo de feijao, c/ sal",162,"2,78","0,00","1,65",188,"0,04","86,4","0,00","0,00","0,00","0,02","0,27","0,00","0,10","1,12"
"5,43","1,65","8,09","1,52","60,6","54,3","56,7","0,20","95,8",411,"59,2","2,59","2,35",156,"18,1","39,3","0,44","Bolo, chocolate, c/ cobertura, chocolate, caseiro",215,"6,57","0,13","6,10",150,"0,10","17,5",110,111,"0,21","0,03","0,00","0,38","0,59","0,89"
"5,67","2,58","5,52","2,50","74,7","53,6","56,2","0,19","67,6",398,"53,8","2,50","2,60",198,"17,1","44,6","0,12","Bolo, chocolate, c/ cobertura, chocolate, caseiro",254,"6,14","0,10","5,22",244,"0,12","19,1","0,00","0,00","0,16","0,05","0,00","0,32","0,49","0,88"
"5,13","0,86","11,6","0,53","74,4","53,9","54,6","0,07",126,433,"63,9","2,03","0,70","94,9","20,9","16,7","0,64","Bolo, chocolate, c/ cobertura, chocolate branco, caseiro",141,"6,94","0,16","6,31","67,9","0,09","16,7",226,229,"0,28","0,05","0,00","0,48","0,78","0,73"
"2,87","5,37","2,05","0,09","83,6","46,3","47,6","0,14","90,0",311,"70,0","3,80","1,37",210,"10,7","22,3","0,63","Bolo, cenoura, simples, diet, caseiro",326,"6,81","0,12","7,17",194,"0,16","33,5",113,187,"0,17","0,01","0,82","0,48","1,14","0,88"
"2,64","5,19","1,84","0,07","17,9","62,7","64,0","0,09","72,3",369,"68,3","2,20","1,28","70,9","10,3","13,5","0,37","Bolo, cenoura, simples, caseiro",124,"5,73","0,09","5,14","39,1","0,08","19,3","88,7",145,"0,14","0,01","0,70","0,38","1,05","0,58"
"13,3","2,83","7,59",NA,118,"51,4","51,4","0,05","0,00",454,"74,0","3,69","0,00","89,1","24,8","36,9","0,95","Bolo, cenoura, recheio sabor chocolate",180,"6,30","0,08",NA,340,"0,04","16,6","1,55",NA,"0,06","0,15","1,95","0,00","1,69","1,07"
"2,50","3,72","2,65","0,07","72,8","61,4","63,2","0,16","57,3",358,"50,9","2,03","1,82",143,"9,42","28,1","0,39","Bolo, cenoura, c/ recheio de brigadeiro, c/ cobertura de chocolate, caseiro",210,"6,02","0,16","4,05","56,9","0,06","20,4","62,1",101,"0,17","0,01","1,03","0,30","0,78","0,76"
"2,65","4,70","2,22","0,08","23,7","62,0","64,1","0,18","66,7",366,"62,2","2,44","2,08","84,4","10,2","26,2","0,42","Bolo, cenoura, c/ cobertura de chocolate, caseiro",161,"5,72","0,10","5,08","37,6","0,08","19,2","79,8",131,"0,13","0,01","0,63","0,34","0,95","0,71"
"2,94","0,48","8,28","0,26",327,"55,5","56,4","0,11",101,384,"65,4","2,84","0,89",433,"13,3","29,1","0,47","Bolo, cassarola, c/ queijo",594,"8,38","0,16","4,75",624,"0,07","18,7","58,5","60,0","0,38","0,04","0,00","0,43","0,27","1,09"
"10,3","2,20","5,91",NA,113,"53,0","53,0","0,05","0,00",413,"74,0","3,53","0,00","85,3","19,3","35,3","0,91","Bolo, c/  gotas de chocolate",172,"6,76","0,07",NA,325,"0,04","20,2","1,21",NA,"0,06","0,14","1,86","0,00","1,32","1,02"
"9,72","2,08","5,57",NA,114,"54,9","54,9","0,05","0,00",407,"74,0","3,54","0,00","85,6","18,2","35,4","0,91","Bolo, baunilha, recheio sabor morango",173,"5,97","0,07",NA,326,"0,04","19,9","1,14",NA,"0,06","0,14","1,87","0,00","1,24","1,02"
"3,16","1,90","5,16","1,14","55,7","48,9","48,9","0,09","66,6",329,"74,0","2,30","0,00",295,"11,9","15,8",tr,"Bolo, baunilha, mistura p/, preparado",139,"6,70","0,06",NA,185,"0,15","31,1",tr,tr,"0,33",tr,tr,"0,68","0,55","0,66"
"0,24","0,20","0,17","0,00",128,"82,8","84,2",NA,"0,00",367,"82,3","2,83","1,37",277,"0,70","39,7","2,34","Bolo, baunilha, mistura p/",326,"6,60","0,16",NA,743,"0,20","6,90","0,09",NA,"0,48","0,03","0,10","0,00","0,06","0,76"
"2,62","0,47","5,23","0,25","45,1","47,6","48,8","0,07","75,1",302,"53,8","1,81","1,28","84,2","9,63","22,0","0,73","Bolo, banana, simples, caseiro",209,"5,59","0,14","5,37","46,2","0,07","35,1",108,109,"0,22",tr,"5,87","0,29","0,37","0,57"
"1,45","0,33","2,53","0,13","50,2","42,8","44,1","0,06","58,2",233,"7,04","1,71","1,29","94,1","4,99","13,9","0,14","Bolo, abobora (jerimum), simples, caseiro",176,"3,72","0,04","3,61",143,"0,05","46,3",115,174,"0,13","0,02","2,32","0,25","0,74","0,36"
"1,46","0,32","5,81","0,12","44,3","38,3","40,0","0,07","51,2",256,"7,87","1,64","1,78","89,0","9,41","17,2","0,12","Bolo, abobora (jerimum) com coco, simples, caseiro",172,"3,72","0,04","4,15",128,"0,04","45,9","50,4","50,9","0,12","0,00","0,30","0,22","0,24","0,49"
"4,89","0,73","5,43","0,19","38,7","3,26","3,31","0,07","76,4",295,"5,18","2,27","0,05",196,"20,8","18,0","2,18","Carne, boi, contra-file, grelhado/frito, c/ molho branco (farinha de trigo, manteiga e leite), s/ sal",298,"23,7","0,13","1,56","77,1","0,02","51,2","19,5","19,8","1,19","0,11","0,00","0,00","0,28","4,36"
"7,87","0,22","7,68","0,56","24,8","1,39","2,16","0,07","61,5",245,"10,6","1,51","0,77",128,"18,0","19,1","0,62","Carne, boi, costela, assada, c/ cenoura, abobrinha e cebola, s/ oleo, s/ sal",275,"19,0","0,06","0,07","60,5","0,01","60,0","54,2",108,"2,08","0,25","1,38","0,00","0,18","3,61"
"7,87","0,22","7,68","0,56","24,9","1,35","2,11","0,07","61,5",245,"10,5","1,51","0,76",128,"18,0","19,0","0,62","Carne, boi, costela, assada, c/ cenoura, abobrinha e cebola, s/ oleo, c/ sal",274,"19,0","0,06","0,07",240,"0,01","59,6","54,2",108,"2,08","0,25","1,35","0,00","0,18","3,61"
"7,87","0,20","7,68","0,56","20,6","6,14","6,77","0,10","61,5",265,"10,0","1,58","0,63",135,"17,9","19,1","0,36","Carne, boi, costela, assada, c/ batata e cebola, s/ oleo, s/ sal",353,"19,5","0,05","0,11",116,"0,04","54,9","0,00","0,00","2,08","0,29","10,8","0,00","0,01","3,66"
"7,87","0,20","7,68","0,56","20,6","6,09","6,71","0,10","61,5",265,"9,94","1,58","0,62",135,"17,9","19,0","0,36","Carne, boi, costela, assada, c/ batata e cebola, s/ oleo, c/ sal",352,"19,5","0,05","0,11",295,"0,04","54,5","0,00","0,00","2,08","0,29","10,7","0,00","0,01","3,66"
"0,57","0,50","1,00",NA,"7,00","0,00","0,00",NA,179,148,NA,"8,20","0,00",NA,"2,60","23,0","7,00","Carne, boi, coracao, cozido, s/ oleo, s/ sal","0,00","31,2","1,80",NA,"89,0","0,15","65,0",NA,NA,NA,NA,NA,NA,NA,"3,70"
"0,57","0,50","1,00",NA,"7,08","0,00","0,00","0,00",178,148,"7,96","8,16","0,00","0,00","2,59","22,9","6,97","Carne, boi, coracao, cozido, s/ oleo, c/ sal","0,04","31,1","1,79","0,00",268,"0,15","64,7",NA,NA,"2,58","0,02","32,6",NA,NA,"3,68"
"2,75","6,14","2,41","0,00","6,41","0,00","0,00","0,03",161,219,"7,20","7,39","0,00","0,00","11,9","20,7","6,30","Carne, boi, coracao, cozido, c/ oleo, c/ sal","0,04","28,1","1,62","0,00",259,"0,14","58,5",NA,NA,"2,33","0,02","29,4",NA,"0,16","3,33"
"3,71","0,85","3,75","0,12","6,37","0,61","0,75","0,07","78,5",212,"4,46","2,24","0,14",246,"9,13","28,1","5,51","Carne, boi, contrafile, s/ gordura, refogada (c/ oleo, cebola e alho), s/ sal",456,"31,8","0,26","12,8","69,9",tr,"57,1",tr,tr,"2,33","0,01","0,45","0,08","0,33","4,30"
"3,70","0,85","3,73","0,12","6,45","0,61","0,74","0,07","78,1",211,"4,44","2,23","0,13",245,"9,09","27,9","5,49","Carne, boi, contrafile, s/ gordura, refogada (c/ oleo, cebola e alho), c/ sal",454,"31,7","0,26","12,8",249,tr,"56,9",tr,tr,"2,32","0,01","0,45","0,08","0,32","4,28"
"1,89","0,10","2,02","0,04","5,08","0,00","0,00","0,09",101,183,"3,71","2,34","0,00",239,"4,47","21,0","4,91","Carne, boi, contrafile, s/ gordura, grelhada/assada, s/ oleo, c/ sal",384,"35,7","0,17","13,3",236,tr,"57,3",tr,tr,"2,29","0,16","0,00","0,08","0,15","5,11"
"1,76","0,70","1,79","0,03","6,32","0,83","1,34","0,10","81,5",162,"6,29","1,98","0,51",200,"4,64","20,1","3,95","Carne, boi, contrafile, s/ gordura, grelhada/assada, c/ molho de tomate (tomate, c/ oleo, cebola e alho), s/ sal",370,"29,1","0,14","10,7",126,"0,02","62,9","13,7","27,3","1,84","0,14","4,07","0,07","0,35","4,16"
"3,61","4,89","3,09","0,08","4,60","0,00","0,00","0,11","93,7",241,"3,43","2,17","0,00",221,"12,1","19,4","4,54","Carne, boi, contrafile, s/ gordura, frita (c/ oleo de soja), s/ sal",355,"33,0","0,15","12,3","52,9",tr,"52,9",tr,tr,"2,11","0,15","0,00","0,08","1,01","4,73"
"3,60","4,87","3,07","0,08","4,68","0,00","0,00","0,11","93,3",240,"3,41","2,16","0,00",220,"12,1","19,3","4,52","Carne, boi, contrafile, s/ gordura, frita (c/ oleo de soja), c/ sal",353,"32,9","0,15","12,2",232,tr,"52,7",tr,tr,"2,11","0,15","0,00","0,08","1,01","4,71"
"1,90","0,10","2,03","0,04","5,00","0,82","0,82","0,09",101,187,NA,"2,35","0,00",240,"4,49","21,1","4,93","Carne, boi, contra-file, s/ gordura, grelhada, s/ oleo, s/ sal",386,"35,9","0,17",NA,"57,5",tr,"57,5",tr,tr,"0,99","0,16","0,00","0,12","0,21","5,14"
"2,07","0,79","2,11","0,04","5,55","1,19","1,31","0,10","96,8",191,"0,81","2,25","0,12",230,"5,42","20,7","4,69","Carne, boi, contra-file, s/ gordura, grelhada, c/ oleo e cebola, s/ sal",377,"34,2","0,16","0,00","54,7","0,00","57,8","0,00","0,00","0,94","0,16","0,24","0,11","0,34","4,89"
"1,76","0,69","1,78","0,03","6,27","1,47","1,97","0,10","81,5",165,"3,23","1,98","0,50",199,"4,62","20,0","3,95","Carne, boi, contra-file, s/ gordura, grelhada, c/ molho de tomate (tomate, c/ oleo, cebola e alho), c/ sal",369,"29,0","0,14","0,07",304,"0,02","63,0","13,4","26,7","0,79","0,14","3,98","0,09","0,40","4,16"
"2,23","0,15","3,27","0,12","17,1","2,75","2,78","0,09","90,7",189,"0,99","1,95","0,03",210,"6,96","18,9","4,01","Carne, boi, contra-file, s/ gordura, grelhada, c/ molho de mostarda (creme de leite, suco de limao e mostarda), s/ sal",345,"29,0","0,15","0,02",104,"0,01","60,0","0,03","0,05","0,81","0,13","1,29","0,24","0,32","4,17"
"2,21","0,15","3,23","0,12","16,9","2,70","2,73","0,09","90,5",188,"0,97","1,95","0,03",210,"6,88","18,9","4,01","Carne, boi, contra-file, s/ gordura, grelhada, c/ molho de mostarda (creme de leite, suco de limao e mostarda), c/ sal",344,"29,0","0,15","0,02",283,"0,01","59,7","0,03","0,05","0,81","0,13","1,26","0,24","0,32","4,16"
"2,09","0,65","2,65","0,04","36,6","3,89","3,94","0,08","85,2",188,"5,18","1,99","0,05",219,"5,93","20,3","4,40","Carne, boi, contra-file, s/ gordura, grelhada, c/ molho branco (farinha de trigo, manteiga e leite), s/ sal",351,"29,8","0,20","1,56","65,8","0,02","59,1","19,5","19,8","0,90","0,13","0,00","0,09","0,45","4,24"
"2,08","0,64","2,63","0,04","36,0","3,82","3,87","0,08","85,1",187,"5,06","1,99","0,05",218,"5,88","20,2","4,39","Carne, boi, contra-file, s/ gordura, grelhada, c/ molho branco (farinha de trigo, manteiga e leite), c/ sal",350,"29,8","0,20","1,53",245,"0,02","58,8","19,1","19,3","0,89","0,13","0,00","0,09","0,44","4,24"
"3,90","0,24","6,98","0,32","4,86","0,74","0,74","0,09",113,246,"0,32","2,12","0,00",217,"12,6","19,1","4,44","Carne, boi, contra-file, s/ gordura, grelhada, c/ manteiga, s/ sal",348,"32,3","0,15","0,11","52,1","0,00","53,1",102,104,"0,91","0,14","0,00","0,11","0,43","4,62"
"3,80","0,23","6,75","0,31","4,95","0,74","0,74","0,09",112,243,"0,30","2,12","0,00",217,"12,3","19,1","4,44","Carne, boi, contra-file, s/ gordura, grelhada, c/ manteiga, c/ sal",348,"32,3","0,15","0,10",231,"0,00","53,1","98,1","99,4","0,91","0,14","0,00","0,11","0,42","4,62"
"2,60","0,10","2,70","0,09","4,20","0,87","0,87","0,05","59,5",153,NA,"1,68","0,00",183,"6,00","20,6","4,64","Carne, boi, contra-file, s/ gordura, crua (media de varias amostras)",334,"24,0","0,20","9,70","52,9",tr,"68,1",tr,tr,"0,76",tr,"0,00","0,17","0,30","3,36"
"6,30","0,20","7,40","0,20","4,46","0,00","0,00","0,09",143,266,NA,"2,35","0,00",218,"15,3","18,7","4,91","Carne, boi, contra-file, grelhado/frito, s/ sal",351,"32,1","0,18",NA,"57,1",tr,"51,4",tr,tr,"1,13",tr,"0,00","0,40","0,71","3,39"
"6,30","3,17","6,01","0,24","7,24","0,03","0,03","0,09","86,3",350,"0,00","2,57","0,00",201,"26,9","17,3","2,06","Carne, boi, contra-file, grelhado/frito, c/ oleo, s/ sal",305,"26,8","0,07","0,00","68,0","0,00","45,3","0,00","0,00","1,28","0,13","0,00","0,00","0,41","5,02"
"6,19","2,90","5,94","0,24","7,35","0,00","0,00","0,09","86,3",346,"0,00","2,57","0,00",201,"26,5","17,3","2,06","Carne, boi, contra-file, grelhado/frito, c/ oleo, c/ sal",305,"26,8","0,07","0,00",247,"0,00","45,3","0,00","0,00","1,28","0,13","0,00","0,00","0,37","5,02"
"5,40","0,88","5,40","0,22","8,04","0,44","0,55","0,08","86,3",317,"0,81","2,58","0,12",203,"23,1","18,0","2,06","Carne, boi, contra-file, grelhado/frito, c/ oleo e cebola, s/ sal",315,"26,9","0,07","0,00","68,0","0,00","48,5","0,00","0,00","1,28","0,14","0,24","0,00","0,14","5,03"
"5,37","0,82","5,39","0,22","8,08","0,40","0,51","0,08","86,3",316,"0,73","2,58","0,11",203,"23,0","17,9","2,06","Carne, boi, contra-file, grelhado/frito, c/ oleo e cebola, c/ sal",314,"26,9","0,07","0,00",247,"0,00","48,2","0,00","0,00","1,28","0,14","0,21","0,00","0,13","5,03"
"4,56","0,77","4,56","0,18","8,37","0,83","1,33","0,09","72,6",272,"3,23","2,26","0,50",177,"19,5","17,7","1,73","Carne, boi, contra-file, grelhado/frito, c/ molho de tomate (tomate, c/ oleo, cebola e alho), c/ sal",317,"22,9","0,07","0,07",316,"0,02","55,1","13,4","26,7","1,08","0,12","3,98","0,00","0,23","4,28"
"5,03","0,23","6,04","0,27","19,2","2,11","2,15","0,08","81,8",296,"0,99","2,23","0,03",188,"21,8","16,6","1,80","Carne, boi, contra-file, grelhado/frito, c/ molho de mostarda (creme de leite, suco de limao e mostarda), s/ sal",292,"22,9","0,08","0,02",115,"0,01","52,2","0,03","0,05","1,10","0,12","1,29","0,15","0,15","4,29"
"5,01","0,23","6,00","0,27","19,0","2,07","2,10","0,08","81,6",295,"0,97","2,23","0,03",187,"21,8","16,6","1,80","Carne, boi, contra-file, grelhado/frito, c/ molho de mostarda (creme de leite, suco de limao e mostarda), c/ sal",292,"22,9","0,08","0,02",294,"0,01","51,9","0,03","0,05","1,10","0,12","1,26","0,14","0,15","4,28"
"4,88","0,72","5,40","0,19","38,1","3,18","3,24","0,07","76,3",294,"5,06","2,27","0,05",196,"20,8","18,0","2,17","Carne, boi, contra-file, grelhado/frito, c/ molho branco (farinha de trigo, manteiga e leite), c/ sal",297,"23,7","0,13","1,53",256,"0,02","50,9","19,1","19,3","1,18","0,11","0,00","0,00","0,27","4,36"
"7,05","0,33","10,1","0,49","7,22","0,03","0,03","0,08",103,366,"0,32","2,43","0,00",191,"29,4","16,5","1,95","Carne, boi, contra-file, grelhado/frito, c/ manteiga, s/ sal",289,"25,4","0,07","0,11","64,8","0,00","44,3",102,104,"1,23","0,13","0,00","0,00","0,25","4,76"
"6,95","0,32","9,87","0,48","7,31","0,00","0,00","0,08",102,363,"0,30","2,43","0,00",191,"29,0","16,5","1,95","Carne, boi, contra-file, grelhado/frito, c/ manteiga, c/ sal",289,"25,4","0,07","0,10",244,"0,00","44,2","98,1","99,4","1,23","0,13","0,00","0,00","0,24","4,76"
"4,23","0,13","5,00","0,18","3,68","0,00","0,00","0,04","61,5",192,NA,"1,52","0,00",170,"12,2","17,6","3,70","Carne, boi, contra-file, crua (media de varias amostras)",288,"20,7","0,12","9,70","45,2","0,08","66,2","2,21","2,21","0,81","0,01","0,00","0,35","0,61","3,46"
"5,05","0,15","6,15","0,22","3,42","0,02","0,02","0,04","62,5",196,NA,"1,43","0,00",164,"12,9","16,1","3,23","Carne, boi, contra-file, c/ gordura, crua (media de varias amostras)",264,"19,9","0,08","9,70","41,3","0,12","66,3","3,32","3,32","0,81","0,02","0,00","0,37","0,64","3,54"
"8,04","6,87","7,21","0,00","14,6","12,1","12,1","0,10","98,9",346,"0,00","2,88","0,00",202,"23,9","26,9","3,00","Carne, boi, contra-file, a milanesa (farinha de trigo, ovo e farinha de rosca, frita em imersao), c/ sal",269,"20,5","0,04","0,00","76,7","0,07","42,4","15,1","15,1","1,34","0,00","0,00","0,63","1,11","2,85"
"8,08","6,90","7,24",NA,"14,7","12,2","12,2","0,10","99,4",347,NA,"2,90","0,37",202,"24,0","27,0","3,02","Carne, boi, contra-file, a milanesa (farinha de trigo, ovo e farinha de rosca), frita em imersao, s/ sal",270,"20,6","0,04",NA,"77,1","0,07","42,2","15,1","15,1","1,35",tr,"0,00","0,63","1,12","2,86"
"5,60","0,20","8,80","0,25","4,29","0,44","0,44","0,08","97,9",268,NA,"2,79","0,00",251,"16,3","23,6","2,75","Carne, boi, contra-file de costela, grelhada, s/ oleo, s/ sal",382,"29,9","0,19",NA,"50,9",tr,"52,2",tr,tr,"1,11","0,17","0,00","0,43","0,76","6,68"
"8,53","0,98","8,54","0,29","7,69","0,66","0,78","0,13",114,302,"7,75","2,47","0,12",205,"20,2","18,1","1,66","Carne, boi, contra-file de costela, grelhada, c/ oleo e cebola, s/ sal",317,"29,3","0,06","0,00","76,5","0,00","48,7","0,00","0,00","3,64","0,01","0,24","0,12","0,14","5,90"
"8,51","0,91","8,52","0,29","7,73","0,63","0,73","0,13",114,300,"7,67","2,47","0,11",204,"20,1","18,1","1,66","Carne, boi, contra-file de costela, grelhada, c/ oleo e cebola, c/ sal",316,"29,2","0,06","0,00",256,"0,00","48,4","0,00","0,00","3,64","0,01","0,21","0,12","0,13","5,90"
"7,67","0,31","8,68","0,33","18,9","2,31","2,34","0,11",105,283,"6,84","2,14","0,03",189,"19,4","16,8","1,46","Carne, boi, contra-file de costela, grelhada, c/ molho de mostarda (creme de leite, suco de limao e mostarda), s/ sal",294,"24,8","0,07","0,02",123,"0,01","52,3","0,03","0,05","3,08","0,01","1,29","0,25","0,15","5,01"
"7,53","0,81","8,07","0,25","38,4","3,45","3,50","0,11",100,282,"11,0","2,18","0,05",197,"18,4","18,2","1,84","Carne, boi, contra-file de costela, grelhada, c/ molho branco (farinha de trigo, manteiga e leite), s/ sal",300,"25,6","0,12","1,56","84,2","0,02","51,4","19,5","19,8","3,17","0,00","0,00","0,10","0,28","5,09"
"7,52","0,80","8,04","0,25","37,8","3,38","3,43","0,11","100,0",281,"10,9","2,18","0,05",197,"18,3","18,1","1,83","Carne, boi, contra-file de costela, grelhada, c/ molho branco (farinha de trigo, manteiga e leite), c/ sal",299,"25,6","0,12","1,53",263,"0,02","51,1","19,1","19,3","3,17","0,00","0,00","0,10","0,27","5,09"
"7,20","0,85","7,20","0,24","8,08","1,03","1,53","0,13","96,3",258,"9,08","2,17","0,50",178,"17,1","17,8","1,39","Carne, boi, contra-file de costela, grelhada,  c/ molho de tomate (tomate, c/ oleo, cebola e alho), c/ sal",318,"24,9","0,06","0,07",323,"0,02","55,3","13,4","26,7","3,07","0,01","3,98","0,10","0,23","5,01"
"10,0","0,42","13,1","0,55","6,89","0,24","0,24","0,12",129,351,"6,89","2,33","0,00",192,"26,6","16,7","1,57","Carne, boi, contra-file de costela, grelhada,  c/ manteiga, s/ sal",291,"27,7","0,06","0,11","72,8","0,00","44,5",102,104,"3,47","0,00","0,00","0,11","0,25","5,58"
"7,65","0,31","8,64","0,33","18,7","2,26","2,29","0,11",105,282,"6,81","2,14","0,03",188,"19,3","16,7","1,46","Carne, boi, contra-file de costela, grelhada, c/ molho de mostarda (creme de leite, suco de limao e mostarda), c/ sal",294,"24,8","0,07","0,02",301,"0,01","52,0","0,03","0,05","3,08","0,01","1,26","0,24","0,15","5,01"
"9,92","0,41","12,8","0,54","6,98","0,00","0,00","0,12",128,348,"6,87","2,33","0,00",192,"26,2","16,7","1,57","Carne, boi, contra-file de costela, grelhada,  c/ manteiga, c/ sal",291,"27,7","0,06","0,10",252,"0,00","44,6","98,1","99,4","3,47","0,00","0,00","0,11","0,24","5,58"
"5,41","1,10","4,75","0,39","14,9","0,61","0,75","0,07",107,254,"59,2","3,30","0,14","99,5","12,5","13,0","1,43","Carne, boi, charque (carne seca, carne de sol, jaba), dessalgada, refogada (c/ oleo, cebola e alho), s/ sal",100,"34,7","0,07","7,22",1370,"0,05","46,3",tr,tr,"0,40","0,01","0,45","0,14","0,38","5,80"
"6,83","5,17","5,63","0,41","13,7","0,00","0,00","0,09",104,305,"56,7","3,18","0,00","92,8","19,0","11,8","1,38","Carne, boi, charque (carne seca, carne de sol, jaba), dessalgada, frita (c/ oleo de soja), s/ sal","82,4","33,5","0,06","6,96",1327,"0,05","42,1",tr,tr,"0,39",tr,"0,00","0,13","1,09","5,60"
